Distance (in),Time (s),X (in),Y (in),Velocity (in/s),Orientation (deg),Touch,Way X (in),Way Y (in),Way Velocity (in/s),Way Orientation (deg),Way Turn Radius (in),Touch this Point
0.0,0.0,180.0,162.0,0.0,270.0,0,180.0,162.0,0.0,270.0,3.0,0.0
0.9999999999999974,0.16666666666666624,180.9779928364243,162.2086384717705,12.0,270.0,0,216.0,169.68,72.0,270.0,12.0,0
1.999999999999995,0.24999999999999936,181.9559856728486,162.41727694354103,12.0,270.0,0,225.0,235.0,0.0,270.0,3.0,1.0
2.9999999999999925,0.3333333333333325,182.93397850927292,162.62591541531154,12.0,270.0,0,235.32,169.0,60.0,0.0,20.0,0
3.99999999999999,0.4166666666666656,183.91197134569722,162.83455388708205,12.0,270.0,0,244.0,147.27,120.0,270.0,10.0,0
4.999999999999988,0.4999999999999987,184.88996418212153,163.04319235885256,12.0,270.0,0,249.86,124.49,108.0,270.0,15.0,0
5.999999999999985,0.5833317754266361,185.86795701854584,163.25183083062308,12.000448685516526,270.0,0,260.0,105.0,102.0,270.0,20.0,0
6.999999999999982,0.6602519762680423,186.84594985497014,163.4604693023936,14.000523466435947,270.0,0,282.0,80.0,96.0,270.0,20.0,0.0
7.99999999999998,0.7269161503305944,187.82394269139445,163.6691077741641,16.000598247355367,270.0,0,300.0,107.26,96.0,270.0,15.0,0.0
8.999999999999977,0.7857374803857874,188.80193552781876,163.87774624593462,18.000673028274786,270.0,0,308.0,124.0,84.0,270.0,60.0,0.0
9.999999999999975,0.8383670914878022,189.77992836424306,164.08638471770513,20.00074780919421,270.0,0,307.28,145.0,72.0,270.0,3.0,0.0
10.999999999999973,0.8859843586753394,190.75792120066737,164.29502318947564,22.000822590113632,270.0,0,305.97,165.0,60.0,270.0,3.0,0.0
11.999999999999972,0.9294609939335255,191.73591403709167,164.50366166124616,24.000897371033055,270.0,0,306.39,182.0,36.0,270.0,3.0,0.0
12.99999999999997,0.9694594983710568,192.71390687351598,164.71230013301667,26.000972151952478,270.0,0,307.22,199.0,24.0,270.0,3.0,0.0
